student_id,school_id,MOWR,Promotion,College_Credits
307,13,FALSE,TRUE,0
308,14,FALSE,FALSE,0
309,9,TRUE,FALSE,44
310,13,FALSE,FALSE,0
311,23,FALSE,FALSE,0
312,15,FALSE,FALSE,0
313,19,TRUE,TRUE,36
314,10,FALSE,TRUE,0
315,13,FALSE,TRUE,0
316,1,TRUE,FALSE,56
317,6,TRUE,FALSE,6
318,21,FALSE,TRUE,0
319,22,FALSE,FALSE,0
320,3,FALSE,FALSE,0
321,15,FALSE,TRUE,0
322,19,FALSE,TRUE,0
323,1,TRUE,TRUE,24
324,17,FALSE,FALSE,0
325,18,FALSE,FALSE,0
326,15,FALSE,FALSE,0
327,15,TRUE,TRUE,40
328,21,FALSE,TRUE,0
329,4,FALSE,FALSE,0
330,14,FALSE,TRUE,0
331,14,TRUE,TRUE,21
332,17,FALSE,TRUE,0
333,10,TRUE,TRUE,39
334,16,TRUE,FALSE,33
335,23,FALSE,FALSE,0
336,22,TRUE,TRUE,15
337,10,FALSE,TRUE,0
338,17,TRUE,FALSE,24
339,14,FALSE,FALSE,0
340,6,FALSE,TRUE,0
341,22,FALSE,FALSE,0
342,22,FALSE,TRUE,0
343,15,FALSE,TRUE,0
344,7,FALSE,FALSE,0
345,21,FALSE,TRUE,0
346,5,FALSE,FALSE,0
347,21,FALSE,TRUE,0
348,6,FALSE,TRUE,0
349,13,FALSE,FALSE,0
350,11,TRUE,FALSE,24
351,22,FALSE,TRUE,0
352,20,TRUE,TRUE,36
353,8,TRUE,FALSE,21
354,16,FALSE,TRUE,0
355,19,TRUE,TRUE,84
356,18,TRUE,FALSE,44
357,16,TRUE,FALSE,60
358,12,TRUE,FALSE,64
359,23,TRUE,FALSE,28
360,15,FALSE,TRUE,0
361,8,TRUE,TRUE,27
362,4,FALSE,FALSE,0
363,13,TRUE,FALSE,44
364,14,FALSE,FALSE,0
365,9,FALSE,TRUE,0
366,19,FALSE,TRUE,0
367,1,TRUE,TRUE,21
368,4,FALSE,FALSE,0
369,24,FALSE,FALSE,0
370,14,FALSE,TRUE,0
371,10,TRUE,TRUE,48
372,24,FALSE,FALSE,0
373,13,FALSE,FALSE,0
374,13,FALSE,TRUE,0
375,10,TRUE,TRUE,30
376,19,FALSE,TRUE,0
377,11,FALSE,TRUE,0
378,15,FALSE,TRUE,0
379,21,TRUE,TRUE,48
380,15,FALSE,TRUE,0
381,11,TRUE,FALSE,48
382,4,FALSE,TRUE,0
383,22,TRUE,TRUE,56
384,17,TRUE,FALSE,52
385,14,FALSE,TRUE,0
386,14,FALSE,FALSE,0
387,18,TRUE,FALSE,42
388,22,TRUE,FALSE,27
389,8,FALSE,FALSE,0
390,13,FALSE,FALSE,0
391,20,FALSE,TRUE,0
392,11,FALSE,TRUE,0
393,3,FALSE,TRUE,0
394,22,TRUE,TRUE,27
395,11,FALSE,TRUE,0
396,10,FALSE,FALSE,0
397,10,TRUE,FALSE,48
398,18,FALSE,TRUE,0
399,3,FALSE,TRUE,0
400,4,FALSE,FALSE,0
401,15,TRUE,FALSE,27
402,21,FALSE,FALSE,0
403,22,FALSE,FALSE,0
404,2,FALSE,FALSE,0
405,15,TRUE,TRUE,52
406,24,FALSE,TRUE,0
407,18,FALSE,TRUE,0
408,15,FALSE,TRUE,0
409,21,FALSE,TRUE,0
410,6,FALSE,FALSE,0
411,8,TRUE,FALSE,33
412,9,FALSE,TRUE,0
413,19,FALSE,FALSE,0
414,24,FALSE,FALSE,0
415,23,TRUE,FALSE,42
416,8,FALSE,FALSE,0
417,12,FALSE,TRUE,0
418,3,FALSE,FALSE,0
419,15,FALSE,TRUE,0
420,17,FALSE,FALSE,0
421,3,FALSE,TRUE,0
422,20,FALSE,TRUE,0
423,11,TRUE,TRUE,39
424,20,FALSE,FALSE,0
425,7,FALSE,TRUE,0
426,4,TRUE,FALSE,24
427,13,FALSE,FALSE,0
428,16,FALSE,TRUE,0
429,17,FALSE,TRUE,0
430,11,TRUE,FALSE,27
431,21,FALSE,TRUE,0
432,4,TRUE,FALSE,52
433,15,TRUE,TRUE,45
434,18,FALSE,FALSE,0
435,7,FALSE,TRUE,0
436,2,FALSE,FALSE,0
437,5,FALSE,FALSE,0
438,22,FALSE,FALSE,0
439,19,FALSE,TRUE,0
440,15,FALSE,FALSE,0
441,9,FALSE,FALSE,0
442,7,FALSE,TRUE,0
443,16,TRUE,TRUE,39
444,12,TRUE,TRUE,39
445,24,FALSE,FALSE,0
446,21,FALSE,TRUE,0
447,11,FALSE,FALSE,0
448,7,FALSE,FALSE,0
449,24,FALSE,FALSE,0
450,23,FALSE,TRUE,0
451,7,FALSE,FALSE,0
452,24,FALSE,FALSE,0
453,5,TRUE,TRUE,56
454,6,TRUE,TRUE,33
455,1,TRUE,TRUE,12
456,6,FALSE,FALSE,0
457,13,TRUE,TRUE,36
458,10,TRUE,FALSE,27
459,14,FALSE,FALSE,0
460,24,FALSE,FALSE,0
461,20,FALSE,FALSE,0
462,6,TRUE,TRUE,42
463,2,FALSE,TRUE,0
464,20,FALSE,FALSE,0
465,10,TRUE,FALSE,24
466,23,FALSE,FALSE,0
467,15,TRUE,TRUE,27
468,24,FALSE,FALSE,0
469,1,FALSE,FALSE,0
470,1,FALSE,FALSE,0
471,17,FALSE,FALSE,0
472,20,FALSE,TRUE,0
473,19,FALSE,FALSE,0
474,16,FALSE,FALSE,0
475,17,TRUE,TRUE,24
476,6,TRUE,FALSE,27
477,21,FALSE,FALSE,0
478,13,FALSE,FALSE,0
479,11,TRUE,TRUE,24
480,17,FALSE,TRUE,0
481,15,FALSE,FALSE,0
482,6,FALSE,FALSE,0
483,9,TRUE,TRUE,36
484,1,FALSE,FALSE,0
485,3,FALSE,TRUE,0
486,6,TRUE,TRUE,36
487,20,FALSE,TRUE,0
488,18,FALSE,TRUE,0
489,21,FALSE,TRUE,0
490,22,FALSE,FALSE,0
491,22,FALSE,TRUE,0
492,17,TRUE,FALSE,33
493,18,FALSE,FALSE,0
494,2,FALSE,FALSE,0
495,1,TRUE,TRUE,36
496,21,TRUE,FALSE,30
497,11,FALSE,TRUE,0
498,7,FALSE,FALSE,0
499,23,TRUE,FALSE,32
500,5,FALSE,FALSE,0
501,20,TRUE,FALSE,16
502,20,TRUE,FALSE,33
503,11,FALSE,FALSE,0
504,14,FALSE,TRUE,0
505,22,FALSE,FALSE,0
506,7,FALSE,FALSE,0
507,14,FALSE,TRUE,0
508,14,TRUE,FALSE,45
509,7,FALSE,FALSE,0
510,7,FALSE,TRUE,0
511,23,FALSE,TRUE,0
512,13,FALSE,TRUE,0
513,7,TRUE,TRUE,48
514,13,TRUE,FALSE,48
515,1,FALSE,TRUE,0
516,3,FALSE,FALSE,0
517,15,FALSE,FALSE,0
518,22,FALSE,FALSE,0
519,10,FALSE,FALSE,0
520,19,TRUE,TRUE,60
521,1,FALSE,FALSE,0
522,13,FALSE,TRUE,0
523,24,FALSE,TRUE,0
524,17,FALSE,TRUE,0
525,8,TRUE,TRUE,20
526,15,TRUE,FALSE,36
527,16,FALSE,TRUE,0
528,10,FALSE,TRUE,0
529,2,FALSE,FALSE,0
530,1,FALSE,TRUE,0
531,14,FALSE,FALSE,0
532,12,FALSE,TRUE,0
533,19,TRUE,FALSE,21
534,15,FALSE,TRUE,0
535,2,FALSE,FALSE,0
536,7,FALSE,FALSE,0
537,14,FALSE,FALSE,0
538,15,FALSE,TRUE,0
539,1,FALSE,TRUE,0
540,8,FALSE,FALSE,0
541,19,TRUE,TRUE,36
542,15,FALSE,TRUE,0
543,19,TRUE,TRUE,27
544,7,FALSE,FALSE,0
545,24,FALSE,FALSE,0
546,21,TRUE,FALSE,21
547,3,FALSE,TRUE,0
548,22,FALSE,TRUE,0
549,22,FALSE,TRUE,0
550,1,FALSE,TRUE,0
551,9,TRUE,TRUE,48
552,7,TRUE,TRUE,52
553,7,FALSE,TRUE,0
554,11,FALSE,FALSE,0
555,6,FALSE,TRUE,0
556,3,FALSE,FALSE,0
557,3,FALSE,FALSE,0
558,22,TRUE,TRUE,32
559,7,FALSE,FALSE,0
560,11,FALSE,FALSE,0
561,12,FALSE,FALSE,0
562,21,FALSE,FALSE,0
563,12,TRUE,TRUE,60
564,20,FALSE,TRUE,0
565,9,FALSE,FALSE,0
566,2,TRUE,FALSE,9
567,23,FALSE,TRUE,0
568,14,FALSE,FALSE,0
569,8,TRUE,TRUE,36
570,23,TRUE,TRUE,27
571,23,FALSE,TRUE,0
572,5,FALSE,FALSE,0
573,22,TRUE,TRUE,42
574,4,FALSE,TRUE,0
575,13,FALSE,FALSE,0
576,7,FALSE,FALSE,0
577,13,TRUE,FALSE,15
578,12,FALSE,TRUE,0
579,20,FALSE,TRUE,0
580,13,FALSE,FALSE,0
581,14,FALSE,TRUE,0
582,9,FALSE,TRUE,0
583,5,TRUE,FALSE,18
584,11,FALSE,FALSE,0
585,22,TRUE,FALSE,42
586,2,TRUE,FALSE,52
587,5,TRUE,FALSE,24
588,23,FALSE,FALSE,0
589,1,FALSE,TRUE,0
590,7,FALSE,FALSE,0
591,9,FALSE,FALSE,0
592,4,TRUE,FALSE,33
593,23,FALSE,TRUE,0
594,16,FALSE,FALSE,0
595,23,FALSE,TRUE,0
596,17,FALSE,FALSE,0
597,5,TRUE,FALSE,44
598,2,FALSE,TRUE,0
599,6,FALSE,TRUE,0
600,23,FALSE,TRUE,0
601,18,FALSE,FALSE,0
602,4,FALSE,FALSE,0
603,21,TRUE,FALSE,48
604,21,FALSE,TRUE,0
605,10,FALSE,TRUE,0
606,14,TRUE,TRUE,24
607,21,TRUE,FALSE,36
608,6,TRUE,FALSE,27
609,16,FALSE,FALSE,0
610,12,TRUE,TRUE,21
611,4,TRUE,FALSE,51
612,6,FALSE,FALSE,0
613,3,FALSE,FALSE,0
614,1,FALSE,TRUE,0
615,1,FALSE,FALSE,0
616,16,FALSE,FALSE,0
617,11,FALSE,FALSE,0
618,11,FALSE,FALSE,0
619,3,FALSE,TRUE,0
620,17,TRUE,TRUE,36
621,22,FALSE,FALSE,0
622,6,TRUE,TRUE,12
623,18,FALSE,FALSE,0
624,17,TRUE,TRUE,36
625,1,TRUE,FALSE,52
626,20,FALSE,FALSE,0
627,16,FALSE,TRUE,0
628,10,FALSE,FALSE,0
629,5,FALSE,FALSE,0
630,11,TRUE,FALSE,56
631,23,TRUE,FALSE,44
632,7,FALSE,TRUE,0
633,16,FALSE,FALSE,0
634,1,FALSE,FALSE,0
635,2,FALSE,TRUE,0
636,23,FALSE,TRUE,0
637,8,TRUE,FALSE,42
638,12,FALSE,FALSE,0
639,12,TRUE,FALSE,40
640,17,TRUE,FALSE,36
641,7,TRUE,FALSE,42
642,22,FALSE,TRUE,0
643,8,FALSE,TRUE,0
644,19,FALSE,FALSE,0
645,22,FALSE,FALSE,0
646,11,TRUE,TRUE,39
647,22,FALSE,TRUE,0
648,1,FALSE,TRUE,0
649,8,FALSE,FALSE,0
650,14,TRUE,FALSE,42
651,18,FALSE,TRUE,0
652,19,FALSE,TRUE,0
653,10,FALSE,FALSE,0
654,9,TRUE,FALSE,30
655,21,FALSE,TRUE,0
656,16,FALSE,FALSE,0
657,19,FALSE,FALSE,0
658,4,FALSE,TRUE,0
659,1,FALSE,TRUE,0
660,7,TRUE,TRUE,33
661,13,TRUE,FALSE,24
662,15,FALSE,TRUE,0
663,21,FALSE,TRUE,0
664,17,FALSE,FALSE,0
665,2,FALSE,FALSE,0
666,13,FALSE,FALSE,0
667,21,FALSE,TRUE,0
668,24,TRUE,TRUE,33
669,17,FALSE,FALSE,0
670,12,TRUE,TRUE,48
671,5,FALSE,TRUE,0
672,11,FALSE,TRUE,0
673,19,FALSE,TRUE,0
674,23,FALSE,FALSE,0
675,3,FALSE,FALSE,0
676,17,FALSE,FALSE,0
677,14,FALSE,TRUE,0
678,10,FALSE,TRUE,0
679,15,TRUE,TRUE,18
680,19,FALSE,FALSE,0
681,11,FALSE,TRUE,0
682,9,FALSE,FALSE,0
683,10,FALSE,FALSE,0
684,3,TRUE,FALSE,33
685,1,FALSE,FALSE,0
686,1,FALSE,FALSE,0
687,16,FALSE,FALSE,0
688,16,FALSE,FALSE,0
689,14,FALSE,TRUE,0
690,7,FALSE,TRUE,0
691,12,TRUE,FALSE,39
692,19,FALSE,TRUE,0
693,6,FALSE,FALSE,0
694,19,FALSE,FALSE,0
695,8,FALSE,TRUE,0
696,19,FALSE,FALSE,0
697,22,FALSE,TRUE,0
698,14,FALSE,FALSE,0
699,19,FALSE,FALSE,0
700,5,FALSE,TRUE,0
701,10,FALSE,TRUE,0
702,19,TRUE,FALSE,33
703,22,FALSE,TRUE,0
704,5,FALSE,FALSE,0
705,10,FALSE,TRUE,0
706,6,FALSE,FALSE,0
707,22,FALSE,TRUE,0
708,11,TRUE,TRUE,12
709,6,FALSE,TRUE,0
710,12,FALSE,TRUE,0
711,1,FALSE,TRUE,0
712,16,TRUE,FALSE,39
713,3,FALSE,FALSE,0
714,1,TRUE,FALSE,27
715,5,FALSE,FALSE,0
716,9,TRUE,TRUE,45
717,9,FALSE,TRUE,0
718,2,FALSE,TRUE,0
719,16,TRUE,FALSE,21
720,1,FALSE,FALSE,0
721,24,FALSE,TRUE,0
722,4,FALSE,TRUE,0
723,24,TRUE,FALSE,56
724,2,FALSE,TRUE,0
725,7,FALSE,FALSE,0
726,19,FALSE,TRUE,0
727,20,FALSE,TRUE,0
728,16,TRUE,FALSE,30
729,14,TRUE,FALSE,33
730,3,TRUE,TRUE,33
731,4,FALSE,FALSE,0
732,23,FALSE,FALSE,0
733,4,FALSE,FALSE,0
734,22,FALSE,FALSE,0
735,21,FALSE,FALSE,0
736,10,TRUE,TRUE,33
737,3,FALSE,FALSE,0
738,2,FALSE,FALSE,0
739,9,FALSE,TRUE,0
740,18,TRUE,FALSE,45
741,3,TRUE,FALSE,42
742,23,FALSE,TRUE,0
743,11,TRUE,TRUE,27
744,22,FALSE,FALSE,0
745,22,FALSE,FALSE,0
746,23,TRUE,FALSE,28
747,11,FALSE,TRUE,0
748,1,FALSE,FALSE,0
749,6,FALSE,TRUE,0
750,16,FALSE,FALSE,0
751,11,FALSE,FALSE,0
752,19,FALSE,FALSE,0
753,22,FALSE,TRUE,0
754,2,TRUE,FALSE,27
755,18,FALSE,TRUE,0
756,20,TRUE,TRUE,24
757,2,FALSE,FALSE,0
758,24,FALSE,FALSE,0
759,7,FALSE,FALSE,0
760,1,FALSE,FALSE,0
761,22,TRUE,FALSE,44
762,9,FALSE,TRUE,0
763,20,FALSE,TRUE,0
764,3,TRUE,TRUE,30
765,23,FALSE,TRUE,0
766,5,TRUE,FALSE,24
767,24,FALSE,FALSE,0
768,22,FALSE,TRUE,0
769,20,FALSE,TRUE,0
770,5,TRUE,FALSE,28
771,23,TRUE,TRUE,40
772,5,FALSE,FALSE,0
773,23,FALSE,FALSE,0
774,18,FALSE,FALSE,0
775,1,TRUE,TRUE,28
776,24,TRUE,FALSE,18
777,21,TRUE,TRUE,28
778,17,TRUE,FALSE,36
779,22,TRUE,TRUE,15
780,5,TRUE,TRUE,30
781,22,TRUE,FALSE,30
782,17,FALSE,FALSE,0
783,9,FALSE,FALSE,0
784,8,FALSE,TRUE,0
785,3,TRUE,TRUE,36
786,16,FALSE,TRUE,0
787,4,FALSE,TRUE,0
788,9,TRUE,FALSE,33
789,20,FALSE,TRUE,0
790,1,FALSE,FALSE,0
791,1,FALSE,TRUE,0
792,18,FALSE,TRUE,0
793,16,FALSE,TRUE,0
794,24,FALSE,TRUE,0
795,11,FALSE,TRUE,0
796,18,FALSE,FALSE,0
797,19,FALSE,TRUE,0
798,17,FALSE,TRUE,0
799,8,TRUE,TRUE,30
800,7,FALSE,FALSE,0
801,17,FALSE,TRUE,0
802,13,FALSE,TRUE,0
803,8,FALSE,FALSE,0
804,13,TRUE,TRUE,12
805,3,FALSE,FALSE,0
806,7,TRUE,TRUE,40
807,2,FALSE,FALSE,0
808,9,TRUE,FALSE,45
809,1,FALSE,FALSE,0
810,2,TRUE,FALSE,48
811,24,FALSE,TRUE,0
812,13,FALSE,TRUE,0
813,24,FALSE,FALSE,0
814,16,FALSE,TRUE,0
815,20,FALSE,TRUE,0
816,21,FALSE,FALSE,0
817,17,TRUE,TRUE,32
818,13,FALSE,TRUE,0
819,19,FALSE,TRUE,0
820,18,FALSE,TRUE,0
821,19,FALSE,FALSE,0
822,1,FALSE,TRUE,0
823,13,FALSE,FALSE,0
824,9,FALSE,FALSE,0
825,22,FALSE,FALSE,0
826,23,FALSE,FALSE,0
827,13,FALSE,FALSE,0
828,3,FALSE,FALSE,0
829,12,FALSE,TRUE,0
830,17,TRUE,FALSE,36
831,12,FALSE,TRUE,0
832,5,FALSE,FALSE,0
833,19,FALSE,TRUE,0
834,6,FALSE,FALSE,0
835,7,FALSE,FALSE,0
836,18,FALSE,TRUE,0
837,10,FALSE,FALSE,0
838,15,FALSE,TRUE,0
839,9,TRUE,FALSE,84
840,8,FALSE,FALSE,0
841,16,FALSE,FALSE,0
842,22,FALSE,TRUE,0
843,8,TRUE,FALSE,36
844,16,FALSE,TRUE,0
845,17,TRUE,TRUE,30
846,11,TRUE,TRUE,36
847,7,TRUE,FALSE,42
848,21,FALSE,TRUE,0
849,4,FALSE,TRUE,0
850,17,FALSE,FALSE,0
851,22,FALSE,FALSE,0
852,19,FALSE,FALSE,0
853,18,FALSE,FALSE,0
854,19,FALSE,TRUE,0
855,11,FALSE,FALSE,0
856,21,FALSE,FALSE,0
857,18,FALSE,FALSE,0
858,16,FALSE,FALSE,0
859,6,FALSE,TRUE,0
860,24,FALSE,FALSE,0
861,2,TRUE,TRUE,42
862,22,FALSE,TRUE,0
863,23,FALSE,FALSE,0
864,11,FALSE,TRUE,0
865,19,FALSE,TRUE,0
866,21,TRUE,TRUE,56
867,24,TRUE,FALSE,21
868,11,TRUE,FALSE,33
869,7,TRUE,FALSE,36
870,8,TRUE,FALSE,27
871,2,FALSE,TRUE,0
872,3,FALSE,FALSE,0
